診療科名,曜日,bin_idx,bin_label,到着件数_日平均,同時並行_中央値,同時並行_最大,該当日数
整形外科,1,17,16:30,1.0,1.0,1,3
整形外科,1,18,17:00,0.0,1.0,1,2
整形外科,1,23,19:30,1.0,1.0,1,1
整形外科,2,1,08:30,2.0,2.0,2,2
整形外科,2,2,09:00,7.33,8.0,11,3
整形外科,2,3,09:30,4.67,6.0,7,3
整形外科,2,4,10:00,4.0,6.0,6,3
整形外科,2,5,10:30,7.67,11.0,13,3
整形外科,2,6,11:00,4.33,7.0,13,3
整形外科,2,7,11:30,4.67,7.0,8,3
整形外科,2,8,12:00,4.0,4.5,6,2
整形外科,2,9,12:30,1.0,3.0,3,2
整形外科,2,10,13:00,3.0,1.0,8,3
整形外科,2,11,13:30,7.0,9.0,11,2
整形外科,2,12,14:00,4.0,5.5,8,2
整形外科,2,13,14:30,3.5,4.5,6,2
整形外科,2,14,15:00,1.33,2.0,4,3
整形外科,2,15,15:30,2.0,2.0,3,2
整形外科,2,16,16:00,1.0,2.0,3,2
整形外科,2,17,16:30,0.0,1.0,1,2
整形外科,2,18,17:00,1.0,1.0,1,2
整形外科,2,19,17:30,0.0,1.0,1,1
整形外科,2,20,18:00,0.0,1.0,1,1
整形外科,2,21,18:30,1.0,1.0,1,2
整形外科,2,22,19:00,0.0,1.0,1,1
整形外科,3,0,08:00,1.0,1.0,1,1
整形外科,3,1,08:30,3.33,4.0,5,3
整形外科,3,2,09:00,6.25,7.5,12,4
整形外科,3,3,09:30,8.25,9.5,16,4
整形外科,3,4,10:00,7.75,11.5,14,4
整形外科,3,5,10:30,7.0,10.0,14,4
整形外科,3,6,11:00,4.5,7.0,9,4
整形外科,3,7,11:30,4.75,7.5,9,4
整形外科,3,8,12:00,3.75,5.5,10,4
整形外科,3,9,12:30,3.25,4.5,8,4
整形外科,3,10,13:00,3.0,5.0,6,3
整形外科,3,11,13:30,2.0,3.0,4,3
整形外科,3,12,14:00,2.67,4.0,4,3
整形外科,3,13,14:30,2.5,3.0,6,4
整形外科,3,14,15:00,1.25,2.0,2,4
整形外科,4,0,08:00,1.0,1.0,1,2
整形外科,4,1,08:30,3.75,4.5,5,4
整形外科,4,2,09:00,9.25,11.0,14,4
整形外科,4,3,09:30,8.25,10.0,13,4
整形外科,4,4,10:00,10.25,12.5,15,4
整形外科,4,5,10:30,6.5,9.0,11,4
整形外科,4,6,11:00,8.5,10.5,14,4
整形外科,4,7,11:30,7.25,10.5,14,4
整形外科,4,8,12:00,3.5,5.5,7,4
整形外科,4,9,12:30,4.25,5.0,9,4
整形外科,4,10,13:00,3.67,5.0,6,3
整形外科,4,11,13:30,3.0,4.0,5,3
整形外科,4,12,14:00,2.67,3.0,4,3
整形外科,4,13,14:30,2.67,3.0,4,3
整形外科,4,14,15:00,2.67,4.0,6,3
整形外科,4,15,15:30,3.5,3.5,5,2
整形外科,4,16,16:00,2.0,2.5,3,2
整形外科,4,17,16:30,0.0,2.0,2,1
整形外科,4,18,17:00,1.0,2.0,2,1
整形外科,4,19,17:30,1.0,1.0,1,1
歯科口腔外科,0,1,08:30,1.0,1.0,1,1
歯科口腔外科,0,2,09:00,6.0,7.0,7,3
歯科口腔外科,0,3,09:30,2.67,5.0,5,3
歯科口腔外科,0,4,10:00,4.0,5.0,8,3
歯科口腔外科,0,5,10:30,4.33,6.0,9,3
歯科口腔外科,0,6,11:00,3.67,6.0,6,3
歯科口腔外科,0,7,11:30,5.33,8.0,8,3
歯科口腔外科,0,8,12:00,4.33,7.0,9,3
歯科口腔外科,0,9,12:30,1.67,3.0,5,3
歯科口腔外科,0,10,13:00,1.0,2.0,4,3
歯科口腔外科,0,11,13:30,3.33,4.0,7,3
歯科口腔外科,0,12,14:00,3.67,4.0,4,3
歯科口腔外科,0,13,14:30,1.33,3.0,5,3
歯科口腔外科,0,14,15:00,2.0,3.0,5,3
歯科口腔外科,0,15,15:30,2.5,3.0,5,3
歯科口腔外科,0,16,16:00,1.67,2.0,4,3
歯科口腔外科,0,17,16:30,2.67,2.0,7,3
歯科口腔外科,0,18,17:00,1.5,3.0,3,3
歯科口腔外科,0,19,17:30,1.0,1.0,1,2
歯科口腔外科,1,1,08:30,1.67,2.0,2,3
歯科口腔外科,1,2,09:00,6.75,7.0,11,4
歯科口腔外科,1,3,09:30,3.25,7.0,8,4
歯科口腔外科,1,4,10:00,5.0,7.5,8,4
歯科口腔外科,1,5,10:30,4.0,6.5,8,4
歯科口腔外科,1,6,11:00,6.0,8.0,11,4
歯科口腔外科,1,7,11:30,4.25,8.5,9,4
歯科口腔外科,1,8,12:00,2.75,5.5,7,4
歯科口腔外科,1,9,12:30,1.67,3.5,6,4
歯科口腔外科,1,10,13:00,2.0,2.0,6,4
歯科口腔外科,1,11,13:30,4.0,6.0,8,4
歯科口腔外科,1,12,14:00,4.25,6.5,8,4
歯科口腔外科,1,13,14:30,2.5,6.0,7,4
歯科口腔外科,1,14,15:00,4.25,5.5,8,4
歯科口腔外科,1,15,15:30,1.67,4.0,5,4
歯科口腔外科,1,16,16:00,3.25,4.0,7,4
歯科口腔外科,1,17,16:30,1.33,2.0,5,4
歯科口腔外科,1,18,17:00,2.0,2.0,4,3
歯科口腔外科,1,19,17:30,1.0,1.0,1,3
歯科口腔外科,1,20,18:00,1.5,2.0,2,2
歯科口腔外科,1,21,18:30,1.0,1.0,1,2
歯科口腔外科,1,22,19:00,1.0,1.5,2,2
歯科口腔外科,1,23,19:30,1.0,1.0,1,2
歯科口腔外科,2,1,08:30,1.33,1.0,2,3
歯科口腔外科,2,2,09:00,3.67,5.0,6,3
歯科口腔外科,2,3,09:30,3.33,5.0,6,3
歯科口腔外科,2,4,10:00,3.67,5.0,7,3
歯科口腔外科,2,5,10:30,1.67,4.0,4,3
歯科口腔外科,2,6,11:00,2.0,3.0,4,3
歯科口腔外科,2,7,11:30,3.5,4.0,4,3
歯科口腔外科,2,8,12:00,1.5,2.0,2,3
歯科口腔外科,2,9,12:30,2.0,2.0,3,3
歯科口腔外科,2,10,13:00,1.5,1.5,2,2
歯科口腔外科,2,11,13:30,2.0,4.0,4,3
歯科口腔外科,2,12,14:00,2.0,3.0,3,3
歯科口腔外科,2,13,14:30,2.5,4.0,5,3
歯科口腔外科,2,14,15:00,2.67,3.0,9,3
歯科口腔外科,2,15,15:30,3.0,5.0,5,3
歯科口腔外科,2,16,16:00,1.33,3.0,4,3
歯科口腔外科,2,17,16:30,2.0,2.0,3,3
歯科口腔外科,2,18,17:00,0.0,1.5,2,2
歯科口腔外科,2,19,17:30,0.0,2.0,2,1
歯科口腔外科,2,20,18:00,1.0,3.0,3,1
歯科口腔外科,2,21,18:30,0.0,1.0,1,1
歯科口腔外科,3,1,08:30,1.75,2.0,2,4
歯科口腔外科,3,2,09:00,4.75,6.0,10,4
歯科口腔外科,3,3,09:30,4.0,5.5,6,4
歯科口腔外科,3,4,10:00,6.0,7.0,10,4
歯科口腔外科,3,5,10:30,5.75,9.5,11,4
歯科口腔外科,3,6,11:00,4.5,7.5,8,4
歯科口腔外科,3,7,11:30,6.0,9.0,10,4
歯科口腔外科,3,8,12:00,3.25,5.0,6,4
歯科口腔外科,3,9,12:30,2.0,3.0,5,4
歯科口腔外科,3,10,13:00,2.5,4.0,5,4
歯科口腔外科,3,11,13:30,3.0,5.0,6,4
歯科口腔外科,3,12,14:00,3.5,5.5,6,4
歯科口腔外科,3,13,14:30,2.75,5.0,8,4
歯科口腔外科,3,14,15:00,2.5,5.5,7,4
歯科口腔外科,3,15,15:30,2.0,3.5,5,4
歯科口腔外科,3,16,16:00,4.0,5.5,7,4
歯科口腔外科,3,17,16:30,2.33,4.0,5,4
歯科口腔外科,3,18,17:00,2.0,3.0,4,2
歯科口腔外科,3,19,17:30,0.0,2.0,2,1
歯科口腔外科,3,20,18:00,1.0,1.5,2,2
歯科口腔外科,3,21,18:30,1.0,2.0,2,1
歯科口腔外科,3,22,19:00,1.0,2.0,2,1
歯科口腔外科,4,1,08:30,2.75,2.5,4,4
歯科口腔外科,4,2,09:00,4.25,7.0,7,4
歯科口腔外科,4,3,09:30,2.25,4.0,5,4
歯科口腔外科,4,4,10:00,2.25,3.5,5,4
歯科口腔外科,4,5,10:30,1.5,2.5,4,4
歯科口腔外科,4,6,11:00,2.67,3.5,4,4
歯科口腔外科,4,7,11:30,2.0,2.5,4,4
歯科口腔外科,4,8,12:00,1.67,2.0,4,4
歯科口腔外科,4,9,12:30,1.0,1.0,1,2
歯科口腔外科,4,10,13:00,1.0,1.0,2,3
歯科口腔外科,4,11,13:30,1.75,2.5,3,4
歯科口腔外科,4,12,14:00,1.0,1.0,2,4
歯科口腔外科,4,13,14:30,1.33,2.0,2,4
歯科口腔外科,4,14,15:00,3.0,3.5,5,4
歯科口腔外科,4,15,15:30,3.75,5.0,7,4
歯科口腔外科,4,16,16:00,2.75,4.0,7,4
歯科口腔外科,4,17,16:30,2.0,2.0,4,3
歯科口腔外科,4,18,17:00,1.5,2.5,3,2
歯科口腔外科,4,19,17:30,1.0,1.0,1,1
歯科口腔外科,4,20,18:00,2.0,2.0,2,1
歯科口腔外科,4,22,19:00,1.0,1.0,1,1
歯科口腔外科,4,23,19:30,0.0,1.0,1,1
泌尿器科,0,1,08:30,4.0,4.0,7,2
泌尿器科,0,2,09:00,10.67,9.5,16,4
泌尿器科,0,3,09:30,10.0,11.0,12,3
泌尿器科,0,4,10:00,13.0,14.0,19,3
泌尿器科,0,5,10:30,12.33,16.0,17,3
泌尿器科,0,6,11:00,12.67,13.0,21,3
泌尿器科,0,7,11:30,9.0,14.0,16,3
泌尿器科,0,8,12:00,7.0,11.0,13,3
泌尿器科,0,9,12:30,6.0,6.0,8,3
泌尿器科,0,10,13:00,8.67,12.0,12,3
泌尿器科,0,11,13:30,7.0,8.0,13,3
泌尿器科,0,12,14:00,8.67,12.0,13,3
泌尿器科,0,13,14:30,6.67,6.0,14,3
泌尿器科,0,14,15:00,5.0,4.0,12,3
泌尿器科,0,15,15:30,2.0,2.0,3,3
泌尿器科,0,16,16:00,2.0,2.0,5,3
泌尿器科,0,17,16:30,1.0,1.0,1,1
泌尿器科,1,1,08:30,2.75,2.0,6,4
泌尿器科,1,2,09:00,17.5,20.5,22,4
泌尿器科,1,3,09:30,14.5,16.5,18,4
泌尿器科,1,4,10:00,12.25,14.5,16,4
泌尿器科,1,5,10:30,12.0,14.5,18,4
泌尿器科,1,6,11:00,13.25,15.5,19,4
泌尿器科,1,7,11:30,10.5,11.5,21,4
泌尿器科,1,8,12:00,8.75,12.0,13,4
泌尿器科,1,9,12:30,9.75,10.5,17,4
泌尿器科,1,10,13:00,7.0,8.0,13,4
泌尿器科,1,11,13:30,7.0,7.0,12,4
泌尿器科,1,12,14:00,7.0,9.0,10,4
泌尿器科,1,13,14:30,6.25,8.5,11,4
泌尿器科,1,14,15:00,2.67,4.0,6,4
泌尿器科,1,15,15:30,1.67,2.0,5,3
泌尿器科,1,16,16:00,1.33,2.0,2,3
泌尿器科,1,17,16:30,0.0,1.0,1,2
泌尿器科,1,18,17:00,1.0,1.0,1,1
泌尿器科,1,19,17:30,0.0,1.0,1,1
泌尿器科,2,1,08:30,2.33,3.0,3,3
泌尿器科,2,2,09:00,13.67,16.0,17,3
泌尿器科,2,3,09:30,18.0,19.0,22,3
泌尿器科,2,4,10:00,13.33,16.0,17,3
泌尿器科,2,5,10:30,20.0,22.0,26,3
泌尿器科,2,6,11:00,15.67,19.0,21,3
泌尿器科,2,7,11:30,16.33,20.0,25,3
泌尿器科,2,8,12:00,13.0,18.0,19,3
泌尿器科,2,9,12:30,13.33,17.0,20,3
泌尿器科,2,10,13:00,8.67,10.0,12,3
泌尿器科,2,11,13:30,7.67,9.0,13,3
泌尿器科,2,12,14:00,12.33,14.0,17,3
泌尿器科,2,13,14:30,10.0,10.0,17,3
泌尿器科,2,14,15:00,10.0,9.0,18,3
泌尿器科,2,15,15:30,7.67,9.0,15,3
泌尿器科,2,16,16:00,7.5,10.0,11,3
泌尿器科,2,17,16:30,1.0,2.0,2,2
泌尿器科,2,18,17:00,1.0,1.5,2,2
泌尿器科,2,19,17:30,1.0,1.0,1,2
泌尿器科,2,20,18:00,0.0,1.0,1,1
泌尿器科,2,21,18:30,0.0,1.0,1,1
泌尿器科,2,22,19:00,1.0,1.0,1,1
泌尿器科,3,2,09:00,4.0,4.5,6,4
泌尿器科,3,3,09:30,3.0,5.0,5,4
泌尿器科,3,4,10:00,2.75,5.0,6,4
泌尿器科,3,5,10:30,4.0,4.5,7,4
泌尿器科,3,6,11:00,3.75,5.5,6,4
泌尿器科,3,7,11:30,2.75,3.5,6,4
泌尿器科,3,8,12:00,4.0,3.0,6,3
泌尿器科,3,9,12:30,1.0,2.0,3,3
泌尿器科,3,10,13:00,1.0,1.0,1,2
泌尿器科,3,12,14:00,2.0,2.0,2,1
泌尿器科,3,13,14:30,4.0,4.5,6,2
泌尿器科,3,14,15:00,1.0,2.5,3,2
泌尿器科,3,15,15:30,2.0,2.0,2,1
泌尿器科,3,16,16:00,1.0,2.0,2,1
泌尿器科,4,1,08:30,1.5,1.5,2,2
泌尿器科,4,2,09:00,12.5,12.5,17,4
泌尿器科,4,3,09:30,10.5,13.0,13,4
泌尿器科,4,4,10:00,10.25,12.5,17,4
泌尿器科,4,5,10:30,12.25,11.5,20,4
泌尿器科,4,6,11:00,11.25,11.5,18,4
泌尿器科,4,7,11:30,10.75,13.0,17,4
泌尿器科,4,8,12:00,10.75,12.5,15,4
泌尿器科,4,9,12:30,6.5,8.0,12,4
泌尿器科,4,10,13:00,5.0,5.5,9,4
泌尿器科,4,11,13:30,5.75,6.5,10,4
泌尿器科,4,12,14:00,6.0,7.0,12,4
泌尿器科,4,13,14:30,5.5,6.5,9,4
泌尿器科,4,14,15:00,4.75,4.5,10,4
泌尿器科,4,15,15:30,3.25,3.0,9,4
泌尿器科,4,16,16:00,3.5,4.5,8,2
泌尿器科,4,17,16:30,1.0,1.0,1,3
泌尿器科,4,19,17:30,1.0,1.0,1,1
泌尿器科,4,20,18:00,2.0,2.0,2,1
泌尿器科,4,21,18:30,0.0,1.0,1,1
泌尿器科,5,0,08:00,1.0,1.0,1,1
泌尿器科,5,1,08:30,0.0,1.0,1,1
泌尿器科,5,21,18:30,1.0,1.0,1,1
消化器内科,0,1,08:30,4.33,4.0,8,3
消化器内科,0,2,09:00,6.33,10.0,10,3
消化器内科,0,3,09:30,6.0,10.0,11,3
消化器内科,0,4,10:00,6.33,9.0,10,3
消化器内科,0,5,10:30,6.33,10.0,10,3
消化器内科,0,6,11:00,7.67,10.0,13,3
消化器内科,0,7,11:30,6.0,7.0,13,3
消化器内科,0,8,12:00,4.67,6.0,9,3
消化器内科,0,9,12:30,4.5,4.0,6,3
消化器内科,0,10,13:00,5.33,7.0,9,3
消化器内科,0,11,13:30,5.0,8.0,9,3
消化器内科,0,12,14:00,4.67,7.0,8,3
消化器内科,0,13,14:30,4.0,6.0,7,3
消化器内科,0,14,15:00,3.33,5.0,7,3
消化器内科,0,15,15:30,3.5,4.0,7,2
消化器内科,0,16,16:00,1.0,1.0,1,2
消化器内科,0,17,16:30,0.0,1.0,1,1
消化器内科,0,19,17:30,1.0,1.0,1,1
消化器内科,0,21,18:30,1.0,1.0,1,1
消化器内科,0,22,19:00,0.0,1.0,1,1
消化器内科,1,1,08:30,1.0,1.0,1,2
消化器内科,1,2,09:00,4.25,4.5,7,4
消化器内科,1,3,09:30,3.0,5.0,5,4
消化器内科,1,4,10:00,3.25,3.5,7,4
消化器内科,1,5,10:30,3.0,3.0,5,4
消化器内科,1,6,11:00,3.5,4.5,8,4
消化器内科,1,7,11:30,3.25,5.0,7,4
消化器内科,1,8,12:00,3.0,4.0,7,4
消化器内科,1,9,12:30,1.0,2.0,2,3
消化器内科,1,10,13:00,3.25,3.0,6,4
消化器内科,1,11,13:30,1.75,3.0,5,4
消化器内科,1,12,14:00,3.25,4.0,6,4
消化器内科,1,13,14:30,3.75,6.0,8,4
消化器内科,1,14,15:00,1.67,4.0,4,3
消化器内科,1,15,15:30,1.67,2.0,2,3
消化器内科,1,16,16:00,1.0,2.0,2,3
消化器内科,1,17,16:30,1.0,1.0,1,2
消化器内科,1,19,17:30,1.0,1.0,1,1
消化器内科,1,20,18:00,1.0,1.0,1,1
消化器内科,2,1,08:30,2.33,2.0,3,3
消化器内科,2,2,09:00,6.67,8.0,9,3
消化器内科,2,3,09:30,5.0,6.0,7,3
消化器内科,2,4,10:00,6.0,6.0,9,3
消化器内科,2,5,10:30,5.33,7.0,9,3
消化器内科,2,6,11:00,4.33,5.0,7,3
消化器内科,2,7,11:30,7.67,8.0,9,3
消化器内科,2,8,12:00,3.33,4.0,8,3
消化器内科,2,9,12:30,4.0,6.0,7,3
消化器内科,2,10,13:00,5.67,8.0,9,3
消化器内科,2,11,13:30,5.0,6.0,8,3
消化器内科,2,12,14:00,5.0,7.0,8,3
消化器内科,2,13,14:30,3.33,5.0,7,3
消化器内科,2,14,15:00,4.0,4.0,8,3
消化器内科,2,15,15:30,3.67,4.0,7,3
消化器内科,2,16,16:00,2.33,3.0,4,3
消化器内科,2,17,16:30,2.67,3.0,4,3
消化器内科,2,18,17:00,0.0,1.0,1,1
消化器内科,2,19,17:30,1.0,1.0,1,1
消化器内科,3,1,08:30,1.5,1.5,2,4
消化器内科,3,2,09:00,6.5,8.0,9,4
消化器内科,3,3,09:30,5.0,7.0,9,4
消化器内科,3,4,10:00,6.0,7.5,8,4
消化器内科,3,5,10:30,4.5,6.0,7,4
消化器内科,3,6,11:00,5.0,6.5,9,4
消化器内科,3,7,11:30,5.0,7.0,8,4
消化器内科,3,8,12:00,2.0,3.5,4,4
消化器内科,3,9,12:30,3.0,4.5,6,4
消化器内科,3,10,13:00,3.5,4.5,5,4
消化器内科,3,11,13:30,4.25,5.0,7,4
消化器内科,3,12,14:00,5.5,6.5,9,4
消化器内科,3,13,14:30,4.5,5.5,8,4
消化器内科,3,14,15:00,2.5,3.0,5,4
消化器内科,3,15,15:30,1.67,2.0,3,4
消化器内科,3,16,16:00,1.0,1.0,1,1
消化器内科,3,17,16:30,0.0,1.0,1,1
消化器内科,4,1,08:30,2.5,3.0,3,4
消化器内科,4,2,09:00,7.25,9.0,10,4
消化器内科,4,3,09:30,5.5,7.5,8,4
消化器内科,4,4,10:00,6.5,7.5,11,4
消化器内科,4,5,10:30,5.0,6.5,7,4
消化器内科,4,6,11:00,6.0,7.0,9,4
消化器内科,4,7,11:30,5.75,7.0,11,4
消化器内科,4,8,12:00,5.5,6.5,9,4
消化器内科,4,9,12:30,4.0,4.5,9,4
消化器内科,4,10,13:00,3.75,4.5,10,4
消化器内科,4,11,13:30,3.75,4.5,5,4
消化器内科,4,12,14:00,3.5,4.5,7,4
消化器内科,4,13,14:30,3.5,5.0,6,4
消化器内科,4,14,15:00,2.5,4.0,5,4
消化器内科,4,15,15:30,2.5,3.0,4,4
消化器内科,4,16,16:00,1.5,2.0,4,4
消化器内科,4,17,16:30,2.0,2.0,2,2
消化器内科,4,18,17:00,1.0,1.0,1,1
産婦人科,0,2,09:00,7.0,7.0,8,3
産婦人科,0,3,09:30,8.0,11.0,12,3
産婦人科,0,4,10:00,10.67,14.0,16,3
産婦人科,0,5,10:30,9.0,14.0,15,3
産婦人科,0,6,11:00,8.0,11.0,11,3
産婦人科,0,7,11:30,9.0,10.0,16,3
産婦人科,0,8,12:00,6.33,12.0,12,3
産婦人科,0,9,12:30,4.33,10.0,10,3
産婦人科,0,10,13:00,5.67,10.0,11,3
産婦人科,0,11,13:30,6.0,10.0,11,3
産婦人科,0,12,14:00,6.67,11.0,11,3
産婦人科,0,13,14:30,6.0,8.0,10,3
産婦人科,0,14,15:00,5.0,9.0,11,3
産婦人科,0,15,15:30,4.67,7.0,9,3
産婦人科,0,16,16:00,4.0,7.0,7,3
産婦人科,0,17,16:30,3.5,4.5,6,2
産婦人科,0,18,17:00,4.0,3.0,5,2
産婦人科,0,19,17:30,0.0,1.0,1,1
産婦人科,1,2,09:00,2.33,2.0,4,3
産婦人科,1,3,09:30,2.75,4.0,4,4
産婦人科,1,4,10:00,3.0,4.5,6,4
産婦人科,1,5,10:30,3.25,5.5,8,4
産婦人科,1,6,11:00,2.5,5.0,6,4
産婦人科,1,7,11:30,3.5,6.0,8,4
産婦人科,1,8,12:00,3.0,4.0,7,4
産婦人科,1,9,12:30,2.25,5.0,7,4
産婦人科,1,10,13:00,2.25,4.5,6,4
産婦人科,1,11,13:30,3.67,5.0,6,4
産婦人科,1,12,14:00,1.33,4.0,4,3
産婦人科,1,13,14:30,2.0,2.0,3,3
産婦人科,1,14,15:00,0.0,1.5,2,2
産婦人科,1,15,15:30,1.0,1.0,1,1
産婦人科,1,16,16:00,0.0,1.0,1,1
産婦人科,1,18,17:00,1.0,1.0,1,1
産婦人科,2,0,08:00,1.0,1.0,1,1
産婦人科,2,1,08:30,1.0,1.0,1,3
産婦人科,2,2,09:00,8.67,9.0,12,3
産婦人科,2,3,09:30,5.67,9.0,9,3
産婦人科,2,4,10:00,9.0,10.0,12,3
産婦人科,2,5,10:30,8.67,12.0,14,3
産婦人科,2,6,11:00,8.33,12.0,12,3
産婦人科,2,7,11:30,8.0,9.0,15,3
産婦人科,2,8,12:00,10.67,16.0,16,3
産婦人科,2,9,12:30,5.33,7.0,15,3
産婦人科,2,10,13:00,8.0,11.0,16,3
産婦人科,2,11,13:30,6.0,8.0,13,3
産婦人科,2,12,14:00,7.33,13.0,13,3
産婦人科,2,13,14:30,4.67,8.0,8,3
産婦人科,2,14,15:00,6.67,8.0,13,3
産婦人科,2,15,15:30,2.33,5.0,5,3
産婦人科,2,16,16:00,2.0,2.0,3,2
産婦人科,2,17,16:30,1.0,1.0,1,1
産婦人科,2,18,17:00,1.0,1.0,2,3
産婦人科,2,19,17:30,0.0,1.0,1,1
産婦人科,2,20,18:00,1.0,1.0,1,1
産婦人科,2,21,18:30,1.0,1.0,1,1
産婦人科,2,22,19:00,1.0,2.0,2,1
産婦人科,3,2,09:00,5.0,4.5,7,4
産婦人科,3,3,09:30,6.0,7.5,12,4
