診療科名,曜日,bin_idx,bin_label,到着件数_日平均,同時並行_中央値,同時並行_最大,該当日数
脳神経内科,1,9,12:30,1.0,1.0,1,1
脳神経内科,1,18,17:00,1.0,1.0,1,1
脳神経内科,1,19,17:30,0.0,1.0,1,1
脳神経内科,2,1,08:30,1.0,1.0,1,3
脳神経内科,2,2,09:00,2.0,2.0,3,3
脳神経内科,2,3,09:30,3.0,2.0,6,3
脳神経内科,2,4,10:00,5.0,5.0,6,3
脳神経内科,2,5,10:30,3.33,4.0,5,3
脳神経内科,2,6,11:00,2.0,3.0,5,3
脳神経内科,2,7,11:30,2.5,3.0,3,3
脳神経内科,2,8,12:00,2.0,2.0,3,2
脳神経内科,2,9,12:30,1.0,2.0,2,1
脳神経内科,2,10,13:00,1.0,1.0,1,1
脳神経内科,2,12,14:00,1.0,1.0,1,1
脳神経内科,2,16,16:00,1.0,1.0,1,1
脳神経内科,2,17,16:30,0.0,1.0,1,1
脳神経内科,3,1,08:30,3.33,3.0,4,3
脳神経内科,3,2,09:00,4.0,5.5,7,4
脳神経内科,3,3,09:30,4.5,5.0,8,4
脳神経内科,3,4,10:00,4.75,6.5,7,4
脳神経内科,3,5,10:30,3.5,6.0,6,4
脳神経内科,3,6,11:00,4.75,7.0,8,4
脳神経内科,3,7,11:30,3.0,4.5,6,4
脳神経内科,3,8,12:00,3.0,4.5,5,4
脳神経内科,3,9,12:30,2.67,5.0,5,3
脳神経内科,3,10,13:00,2.0,2.5,4,2
脳神経内科,3,11,13:30,2.0,1.5,2,2
脳神経内科,3,13,14:30,1.0,1.0,1,1
脳神経内科,3,14,15:00,1.0,1.0,1,1
脳神経内科,3,20,18:00,1.0,1.0,1,1
脳神経内科,4,2,09:00,4.67,4.0,6,3
脳神経内科,4,3,09:30,5.0,6.0,6,3
脳神経内科,4,4,10:00,3.0,3.0,5,3
脳神経内科,4,5,10:30,2.75,3.5,6,4
脳神経内科,4,6,11:00,2.5,2.5,5,4
脳神経内科,4,7,11:30,2.5,3.0,4,4
脳神経内科,4,8,12:00,1.0,1.0,2,3
脳神経内科,4,9,12:30,1.33,2.0,2,3
脳神経内科,4,10,13:00,2.0,2.0,3,2
脳神経内科,4,11,13:30,1.0,1.0,1,3
脳神経内科,4,12,14:00,1.5,1.5,2,2
脳神経内科,4,13,14:30,1.0,1.0,1,1
脳神経外科,0,2,09:00,1.0,1.0,1,2
脳神経外科,0,3,09:30,0.0,1.0,1,2
脳神経外科,0,4,10:00,2.0,2.0,2,1
脳神経外科,0,5,10:30,0.0,2.0,2,1
脳神経外科,0,6,11:00,0.0,1.0,1,1
脳神経外科,0,20,18:00,1.0,1.0,1,1
脳神経外科,1,0,08:00,1.0,1.0,1,1
脳神経外科,1,1,08:30,1.0,1.0,1,3
脳神経外科,1,2,09:00,2.75,3.5,4,4
脳神経外科,1,3,09:30,2.25,3.5,5,4
脳神経外科,1,4,10:00,2.0,2.0,5,4
脳神経外科,1,5,10:30,2.33,3.0,4,3
脳神経外科,1,6,11:00,2.0,3.0,3,3
脳神経外科,1,7,11:30,4.0,3.0,5,2
脳神経外科,1,8,12:00,0.0,2.0,2,1
脳神経外科,2,1,08:30,3.0,3.0,4,3
脳神経外科,2,2,09:00,4.67,6.0,8,3
脳神経外科,2,3,09:30,4.0,5.0,6,3
脳神経外科,2,4,10:00,4.67,6.0,8,3
脳神経外科,2,5,10:30,2.33,4.0,6,3
脳神経外科,2,6,11:00,1.5,3.0,3,2
脳神経外科,2,7,11:30,0.0,1.0,1,2
脳神経外科,2,8,12:00,0.0,1.0,1,2
脳神経外科,3,2,09:00,1.0,1.0,1,2
脳神経外科,3,3,09:30,1.0,1.5,2,2
脳神経外科,3,4,10:00,1.0,1.0,1,4
脳神経外科,3,5,10:30,1.5,2.0,3,3
脳神経外科,3,6,11:00,1.0,1.5,2,2
脳神経外科,3,7,11:30,1.0,1.0,2,3
脳神経外科,3,8,12:00,1.0,1.5,2,2
脳神経外科,3,9,12:30,0.0,1.0,1,1
脳神経外科,3,13,14:30,1.0,1.0,1,1
脳神経外科,3,14,15:00,0.0,1.0,1,1
脳神経外科,4,1,08:30,2.5,2.5,4,2
脳神経外科,4,2,09:00,1.67,3.0,3,3
脳神経外科,4,3,09:30,3.0,1.5,7,4
脳神経外科,4,4,10:00,2.0,2.5,4,4
脳神経外科,4,5,10:30,1.5,1.0,2,4
脳神経外科,4,6,11:00,1.0,2.0,2,3
脳神経外科,4,7,11:30,1.0,1.0,2,3
脳神経外科,4,8,12:00,1.0,1.0,1,2
脳神経外科,4,9,12:30,1.0,2.0,2,1
脳神経外科,4,10,13:00,0.0,1.0,1,1
脳神経外科,4,16,16:00,1.0,1.0,1,1
脳神経外科,4,19,17:30,1.0,1.0,1,1
脳神経外科,4,20,18:00,1.0,1.0,1,2
脳神経外科,4,23,19:30,1.0,1.0,1,1
脳神経外科,5,6,11:00,1.0,1.0,1,1
脳神経外科,5,13,14:30,1.0,1.0,1,1
脳神経外科,5,14,15:00,1.0,1.0,1,1
脳神経外科,5,17,16:30,1.0,1.0,1,1
腎内科,0,2,09:00,5.0,5.0,5,3
腎内科,0,3,09:30,4.0,4.0,9,3
腎内科,0,4,10:00,4.33,5.0,11,3
腎内科,0,5,10:30,5.33,6.0,10,3
腎内科,0,6,11:00,5.33,8.0,8,3
腎内科,0,7,11:30,3.0,4.0,6,3
腎内科,0,8,12:00,2.0,3.0,4,3
腎内科,0,9,12:30,5.0,1.0,5,3
腎内科,0,10,13:00,5.0,7.0,7,1
腎内科,0,11,13:30,4.0,3.0,7,3
腎内科,0,12,14:00,2.0,2.0,6,3
腎内科,0,13,14:30,1.67,2.0,2,3
腎内科,0,14,15:00,1.0,2.0,2,1
腎内科,0,15,15:30,1.0,1.5,2,2
腎内科,0,17,16:30,1.0,1.0,1,1
腎内科,1,0,08:00,1.0,1.0,1,2
腎内科,1,2,09:00,2.0,2.0,3,4
腎内科,1,3,09:30,2.75,4.0,5,4
腎内科,1,4,10:00,4.5,6.0,7,4
腎内科,1,5,10:30,3.25,5.5,6,4
腎内科,1,6,11:00,4.75,5.5,8,4
腎内科,1,7,11:30,4.25,5.0,7,4
腎内科,1,8,12:00,2.0,2.5,3,4
腎内科,1,9,12:30,2.5,2.5,4,4
腎内科,1,10,13:00,2.75,3.5,4,4
腎内科,1,11,13:30,1.0,1.5,2,4
腎内科,1,12,14:00,1.0,1.0,1,3
腎内科,1,13,14:30,1.33,2.0,2,3
腎内科,1,14,15:00,0.0,1.0,1,1
腎内科,1,15,15:30,2.0,2.0,2,1
腎内科,1,16,16:00,0.0,1.0,1,1
腎内科,2,1,08:30,1.0,1.0,1,1
腎内科,2,2,09:00,5.33,6.0,7,3
腎内科,2,3,09:30,6.67,8.0,10,3
腎内科,2,4,10:00,6.0,9.0,9,3
腎内科,2,5,10:30,6.33,7.0,8,3
腎内科,2,6,11:00,4.67,7.0,7,3
腎内科,2,7,11:30,4.67,7.0,8,3
腎内科,2,8,12:00,3.33,4.0,5,3
腎内科,2,9,12:30,1.67,3.0,3,3
腎内科,2,10,13:00,2.0,1.0,4,3
腎内科,2,11,13:30,1.0,1.0,2,3
腎内科,2,12,14:00,1.33,2.0,3,3
腎内科,2,13,14:30,1.0,2.0,2,3
腎内科,2,14,15:00,0.0,1.0,1,2
腎内科,2,15,15:30,1.0,2.0,2,1
腎内科,2,16,16:00,0.0,1.0,1,1
腎内科,3,0,08:00,1.0,1.0,1,1
腎内科,3,2,09:00,3.75,3.0,8,4
腎内科,3,3,09:30,3.0,4.0,6,4
腎内科,3,4,10:00,3.5,5.0,6,4
腎内科,3,5,10:30,3.25,5.0,6,4
腎内科,3,6,11:00,2.5,3.0,6,4
腎内科,3,7,11:30,3.0,4.5,5,4
腎内科,3,8,12:00,2.5,4.0,4,4
腎内科,3,9,12:30,2.67,3.0,5,4
腎内科,3,10,13:00,1.75,3.0,4,4
腎内科,3,11,13:30,2.5,3.5,4,4
腎内科,3,12,14:00,3.75,5.5,7,4
腎内科,3,13,14:30,3.75,7.0,8,4
腎内科,3,14,15:00,2.0,4.5,5,4
腎内科,3,15,15:30,1.33,3.0,5,4
腎内科,3,16,16:00,1.0,2.0,2,4
腎内科,3,17,16:30,1.0,1.0,2,3
腎内科,4,1,08:30,1.0,1.0,1,2
腎内科,4,2,09:00,2.0,2.5,3,4
腎内科,4,3,09:30,2.5,3.5,5,4
腎内科,4,4,10:00,3.5,4.5,6,4
腎内科,4,5,10:30,2.75,3.5,5,4
腎内科,4,6,11:00,2.67,3.0,5,4
腎内科,4,7,11:30,2.75,3.0,5,4
腎内科,4,8,12:00,2.5,3.5,5,4
腎内科,4,9,12:30,3.5,4.0,5,3
腎内科,4,10,13:00,1.33,2.0,3,3
腎内科,4,11,13:30,0.0,1.0,1,2
腎内科,4,14,15:00,1.0,1.0,1,1
腎内科,4,15,15:30,1.0,1.0,1,2
腎内科,4,16,16:00,0.0,1.0,1,2
腎内科,4,17,16:30,0.0,1.0,1,1
臨床腫瘍科,0,2,09:00,1.0,1.0,1,3
臨床腫瘍科,0,3,09:30,1.0,1.0,1,2
臨床腫瘍科,0,4,10:00,1.0,1.5,2,2
臨床腫瘍科,0,5,10:30,1.33,1.0,3,3
臨床腫瘍科,0,6,11:00,2.0,3.0,4,2
臨床腫瘍科,0,7,11:30,1.33,2.0,3,3
臨床腫瘍科,0,8,12:00,1.0,1.0,2,3
臨床腫瘍科,0,9,12:30,1.0,1.0,1,3
臨床腫瘍科,0,10,13:00,1.0,1.0,1,2
臨床腫瘍科,0,11,13:30,0.0,1.0,1,1
臨床腫瘍科,0,12,14:00,0.0,1.0,1,1
臨床腫瘍科,1,2,09:00,1.5,1.5,2,2
臨床腫瘍科,1,3,09:30,2.67,3.0,5,3
臨床腫瘍科,1,4,10:00,1.5,2.5,3,4
臨床腫瘍科,1,5,10:30,2.0,2.0,4,3
臨床腫瘍科,1,6,11:00,2.67,2.0,6,3
臨床腫瘍科,1,7,11:30,2.67,3.0,4,4
臨床腫瘍科,1,8,12:00,2.0,1.0,3,3
臨床腫瘍科,1,9,12:30,3.0,4.0,4,1
臨床腫瘍科,1,10,13:00,1.0,1.0,1,2
臨床腫瘍科,1,11,13:30,1.0,1.0,1,1
臨床腫瘍科,1,12,14:00,1.0,1.5,2,2
臨床腫瘍科,1,13,14:30,1.0,1.0,1,1
臨床腫瘍科,1,15,15:30,1.0,1.0,1,1
臨床腫瘍科,1,16,16:00,0.0,1.0,1,1
臨床腫瘍科,2,2,09:00,2.0,2.0,2,1
臨床腫瘍科,2,3,09:30,1.0,1.0,1,2
臨床腫瘍科,2,4,10:00,1.5,1.5,2,2
臨床腫瘍科,2,5,10:30,1.67,2.0,3,3
臨床腫瘍科,2,6,11:00,1.33,2.0,2,3
臨床腫瘍科,2,7,11:30,1.67,1.0,4,3
臨床腫瘍科,2,8,12:00,3.0,4.0,4,3
臨床腫瘍科,2,9,12:30,1.33,2.0,3,3
臨床腫瘍科,2,10,13:00,1.33,1.0,2,3
臨床腫瘍科,2,11,13:30,1.5,2.5,3,2
臨床腫瘍科,2,12,14:00,1.0,1.5,2,2
臨床腫瘍科,2,13,14:30,1.0,1.0,1,2
臨床腫瘍科,2,14,15:00,0.0,1.0,1,1
臨床腫瘍科,2,15,15:30,1.0,1.0,1,2
臨床腫瘍科,3,1,08:30,1.0,1.0,1,1
臨床腫瘍科,3,2,09:00,1.0,1.0,2,3
臨床腫瘍科,3,3,09:30,1.0,1.0,1,3
臨床腫瘍科,3,4,10:00,0.0,1.0,1,1
臨床腫瘍科,3,5,10:30,1.0,1.0,1,2
臨床腫瘍科,3,6,11:00,1.5,1.5,3,4
臨床腫瘍科,3,7,11:30,1.67,2.0,3,3
臨床腫瘍科,3,8,12:00,2.0,3.0,3,1
臨床腫瘍科,3,9,12:30,1.0,1.0,1,2
臨床腫瘍科,3,10,13:00,1.0,1.0,1,2
臨床腫瘍科,3,11,13:30,1.5,1.5,2,2
臨床腫瘍科,3,12,14:00,1.0,1.0,1,3
臨床腫瘍科,3,13,14:30,1.0,1.0,1,2
臨床腫瘍科,3,14,15:00,0.0,1.0,1,1
臨床腫瘍科,4,4,10:00,1.0,1.0,1,1
臨床腫瘍科,4,5,10:30,0.0,1.0,1,1
血液内科,0,1,08:30,1.0,1.0,1,1
血液内科,0,2,09:00,4.33,4.0,7,3
血液内科,0,3,09:30,5.0,5.0,8,3
血液内科,0,4,10:00,5.33,6.0,7,3
血液内科,0,5,10:30,4.33,4.0,7,3
血液内科,0,6,11:00,4.67,6.0,7,3
血液内科,0,7,11:30,6.0,6.0,11,3
血液内科,0,8,12:00,3.33,3.0,6,3
血液内科,0,9,12:30,5.5,5.0,7,3
血液内科,0,10,13:00,2.67,4.0,5,3
血液内科,0,11,13:30,3.33,4.0,5,3
血液内科,0,12,14:00,2.0,2.0,4,3
血液内科,0,13,14:30,2.0,2.0,3,3
血液内科,0,14,15:00,1.0,1.0,2,3
血液内科,0,15,15:30,4.0,2.5,4,2
血液内科,1,2,09:00,5.5,5.0,8,4
血液内科,1,3,09:30,6.75,7.5,10,4
血液内科,1,4,10:00,6.25,7.5,10,4
血液内科,1,5,10:30,4.0,5.5,8,4
血液内科,1,6,11:00,4.0,5.0,5,4
血液内科,1,7,11:30,5.0,5.5,7,4
血液内科,1,8,12:00,3.25,4.5,7,4
血液内科,1,9,12:30,2.75,4.5,6,4
血液内科,1,10,13:00,1.75,2.0,3,4
血液内科,1,11,13:30,1.0,2.0,3,3
血液内科,1,12,14:00,0.0,1.0,1,1
血液内科,1,13,14:30,1.0,1.0,1,2
血液内科,1,14,15:00,1.0,1.0,1,2
血液内科,1,15,15:30,2.0,2.0,2,1
血液内科,1,17,16:30,1.0,1.0,1,1
血液内科,1,18,17:00,0.0,1.0,1,1
血液内科,1,19,17:30,0.0,1.0,1,1
血液内科,1,23,19:30,1.0,1.0,1,1
血液内科,2,2,09:00,1.5,1.5,2,2
血液内科,2,3,09:30,1.67,2.0,3,3
血液内科,2,4,10:00,2.67,3.0,4,3
血液内科,2,5,10:30,3.67,5.0,6,3
血液内科,2,6,11:00,4.0,4.0,8,3
血液内科,2,7,11:30,4.67,7.0,7,3
血液内科,2,8,12:00,2.0,3.0,4,3
血液内科,2,9,12:30,2.33,2.0,5,3
血液内科,2,10,13:00,2.0,3.0,4,3
血液内科,2,11,13:30,2.33,3.0,4,3
血液内科,2,12,14:00,2.67,4.0,4,3
血液内科,2,13,14:30,1.33,2.0,2,3
血液内科,2,14,15:00,1.5,1.0,3,3
血液内科,2,15,15:30,0.0,1.0,1,1
血液内科,2,16,16:00,0.0,1.0,1,1
血液内科,2,17,16:30,1.0,1.0,1,2
血液内科,2,20,18:00,1.0,1.0,1,1
血液内科,3,2,09:00,3.0,3.0,4,4
血液内科,3,3,09:30,5.5,7.0,7,4
血液内科,3,4,10:00,4.75,5.0,8,4
血液内科,3,5,10:30,4.0,4.0,9,4
血液内科,3,6,11:00,3.25,5.5,6,4
血液内科,3,7,11:30,5.0,5.0,9,4
血液内科,3,8,12:00,1.67,3.0,4,3
血液内科,3,9,12:30,2.5,2.0,4,3
血液内科,3,10,13:00,1.5,2.0,3,4
血液内科,3,11,13:30,1.33,1.0,3,4
血液内科,3,12,14:00,0.0,1.0,1,2
血液内科,3,13,14:30,0.0,1.0,1,2
血液内科,3,17,16:30,1.0,1.0,1,1
血液内科,4,2,09:00,3.25,3.0,4,4
血液内科,4,3,09:30,6.25,7.5,8,4
血液内科,4,4,10:00,5.75,6.0,10,4
血液内科,4,5,10:30,5.0,6.0,8,4
血液内科,4,6,11:00,4.25,7.5,9,4
血液内科,4,7,11:30,5.0,6.5,7,4
血液内科,4,8,12:00,4.75,6.0,8,4
血液内科,4,9,12:30,2.0,3.0,5,4
血液内科,4,10,13:00,1.0,2.0,2,3
血液内科,4,14,15:00,3.0,3.0,3,1
血液内科,4,15,15:30,0.0,1.0,1,1
血液内科,4,16,16:00,1.0,1.0,1,2
血液内科,4,17,16:30,0.0,1.0,1,1
通院治療センター,0,8,12:00,1.0,1.0,1,1
通院治療センター,0,9,12:30,0.0,1.0,1,1
通院治療センター,0,10,13:00,1.0,1.0,1,1
通院治療センター,0,11,13:30,0.0,1.0,1,1
通院治療センター,0,12,14:00,1.0,1.0,1,1
通院治療センター,1,2,09:00,1.0,1.0,1,1
通院治療センター,1,3,09:30,0.0,1.0,1,1
通院治療センター,1,5,10:30,1.0,1.0,1,1
通院治療センター,1,11,13:30,1.0,1.0,1,1
通院治療センター,1,12,14:00,1.0,1.0,1,1
通院治療センター,1,13,14:30,1.0,1.0,1,1
通院治療センター,1,14,15:00,1.0,1.0,1,2
通院治療センター,1,16,16:00,1.0,1.0,1,1
通院治療センター,1,17,16:30,0.0,1.0,1,1
通院治療センター,2,4,10:00,1.0,1.0,1,1
通院治療センター,2,9,12:30,1.0,1.0,1,1
通院治療センター,2,10,13:00,0.0,1.0,1,1
通院治療センター,2,11,13:30,1.0,1.0,1,1
通院治療センター,2,12,14:00,1.0,1.0,1,1
通院治療センター,2,13,14:30,0.0,1.0,1,1
通院治療センター,2,14,15:00,1.0,1.0,1,1
通院治療センター,2,15,15:30,1.0,1.0,1,1
通院治療センター,2,16,16:00,0.0,1.0,1,1
通院治療センター,3,3,09:30,1.0,1.0,1,1
通院治療センター,3,4,10:00,0.0,1.0,1,1
通院治療センター,3,10,13:00,1.0,1.0,1,4
通院治療センター,3,11,13:30,1.0,1.0,2,4
通院治療センター,3,13,14:30,1.0,1.0,1,1
通院治療センター,3,14,15:00,3.0,3.0,3,1
通院治療センター,3,15,15:30,0.0,1.0,1,1
通院治療センター,4,7,11:30,1.0,1.0,1,1
通院治療センター,4,8,12:00,0.0,1.0,1,1
遺伝診療科,1,10,13:00,1.0,1.0,1,3
遺伝診療科,1,11,13:30,2.0,1.0,2,3
遺伝診療科,1,12,14:00,1.5,1.5,2,2
遺伝診療科,1,13,14:30,1.0,1.0,1,1
遺伝診療科,1,14,15:00,0.0,1.0,1,1
遺伝診療科,2,16,16:00,1.0,1.0,1,1
遺伝診療科,2,17,16:30,0.0,1.0,1,1
遺伝診療科,3,2,09:00,1.0,1.0,1,1
遺伝診療科,3,3,09:30,1.0,1.0,1,2
遺伝診療科,3,4,10:00,1.0,1.0,1,3
遺伝診療科,3,5,10:30,1.0,1.0,1,2
遺伝診療科,3,6,11:00,1.0,1.0,1,3
遺伝診療科,3,7,11:30,1.0,1.0,1,3
遺伝診療科,3,8,12:00,0.0,1.0,1,1
遺伝診療科,3,9,12:30,0.0,1.0,1,1
遺伝診療科,4,4,10:00,1.0,1.0,1,1
遺伝診療科,4,16,16:00,2.0,2.0,2,1
麻酔科,0,4,10:00,2.67,3.0,3,3
麻酔科,0,5,10:30,2.0,2.0,3,3
麻酔科,0,6,11:00,2.67,3.0,5,3
麻酔科,0,7,11:30,3.0,3.0,4,3
麻酔科,0,8,12:00,3.0,4.0,4,3
麻酔科,0,9,12:30,1.67,3.0,3,3
麻酔科,0,11,13:30,2.0,2.0,2,1
麻酔科,0,12,14:00,3.0,3.0,3,3
麻酔科,0,13,14:30,2.0,3.0,3,3
麻酔科,0,14,15:00,1.5,1.5,2,2
麻酔科,0,15,15:30,1.0,1.0,1,2
麻酔科,0,16,16:00,0.0,1.0,1,1
麻酔科,1,4,10:00,1.75,2.0,2,4
麻酔科,1,5,10:30,3.0,3.5,4,4
麻酔科,1,6,11:00,2.5,3.5,4,4
麻酔科,1,7,11:30,2.0,2.5,4,4
麻酔科,1,8,12:00,3.33,3.5,4,4
麻酔科,1,9,12:30,1.75,2.5,3,4
麻酔科,1,10,13:00,1.0,2.0,2,2
麻酔科,1,11,13:30,2.25,2.0,3,4
麻酔科,1,12,14:00,2.75,3.0,4,4
麻酔科,1,13,14:30,1.67,2.0,3,3
麻酔科,1,14,15:00,2.0,3.0,3,1
麻酔科,2,4,10:00,2.5,2.5,3,2
麻酔科,2,5,10:30,2.0,3.0,3,3
麻酔科,2,6,11:00,2.0,3.0,4,3
麻酔科,2,7,11:30,2.5,3.0,3,2
麻酔科,2,8,12:00,1.67,2.0,3,3
麻酔科,2,9,12:30,2.0,2.0,3,2
麻酔科,2,10,13:00,1.0,1.0,1,2
麻酔科,2,11,13:30,2.0,2.0,3,3
麻酔科,2,12,14:00,1.67,3.0,3,3
麻酔科,2,13,14:30,1.0,2.0,2,3
麻酔科,2,14,15:00,1.5,2.5,3,2
麻酔科,3,3,09:30,1.0,1.0,1,1
麻酔科,3,4,10:00,2.75,3.0,4,4
麻酔科,3,5,10:30,2.25,3.0,4,4
麻酔科,3,6,11:00,2.75,3.0,5,4
麻酔科,3,7,11:30,3.25,4.0,4,4
麻酔科,3,8,12:00,2.0,2.5,4,4
麻酔科,3,9,12:30,2.0,2.5,4,4
麻酔科,3,10,13:00,0.0,1.0,1,2
麻酔科,3,11,13:30,2.25,2.5,3,4
麻酔科,3,12,14:00,3.25,4.0,5,4
麻酔科,3,13,14:30,2.0,2.5,4,4
麻酔科,3,14,15:00,1.0,1.5,2,2
麻酔科,3,15,15:30,2.0,3.0,3,1
麻酔科,3,16,16:00,0.0,1.0,1,1
麻酔科,4,4,10:00,2.0,2.0,3,4
麻酔科,4,5,10:30,2.33,3.0,5,3
麻酔科,4,6,11:00,3.0,4.0,5,3
麻酔科,4,7,11:30,2.0,3.0,3,3
麻酔科,4,8,12:00,3.0,4.0,4,4
麻酔科,4,9,12:30,1.67,2.0,3,4
麻酔科,4,10,13:00,1.0,1.0,1,1
麻酔科,4,11,13:30,2.25,2.5,3,4
麻酔科,4,12,14:00,3.0,3.5,5,4
麻酔科,4,13,14:30,1.33,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,3,09:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,11,13:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,0,16,16:00,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,2,09:00,2.0,2.0,2,2
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,3,09:30,1.67,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,4,10:00,2.0,2.0,3,2
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,1,5,10:30,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,3,3,09:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,1,08:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,2,09:00,3.5,4.0,6,4
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,3,09:30,2.0,2.0,3,3
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,4,10:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,15,15:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,16,16:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,17,16:30,1.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,18,17:00,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,19,17:30,0.0,1.0,1,1
ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科,4,20,18:00,0.0,1.0,1,1
